"ID","GENERO","REGION","EDAD_SEL","NIVEL_EDUCATIVO_AGRUPADO","CANT_MIEMBROS_HOGAR","CANT_DEMANDANTES_TOTAL","CANT_AYUDA_TOTAL","CONDICION_ACTIVIDAD_AGRUPADA","TIPO_HOGAR_NUCLEAR","TSS_GRANGRUPO_TRABAJOTOTAL","TSS_GRANGRUPO_OCUPACIONYAUTOCONSUMO","TSS_GRANGRUPO_TNR","TSS_GRANGRUPO_PERSONALES","TSS_GRUPO_TRABAJOOCUPACION","TSS_GRUPO_DOMESTICO","TSS_GRUPO_CUIDADO","TSS_GRUPO_TNROTROSHOGARES_VOLUNTARIAS","TSS_GRUPO_VOLUNTARIAS","TSS_GRUPO_EDUCACION","TSS_GRUPO_CONVIVENCIA","TSS_GRUPO_USODEMEDIOS","TSS_GRUPO_CUIDADOPERSONAL","TSS_GRUPO_CPERSONALSINDORMIR","TSS_GRUPO_PREPARARCOMIDA"
162472,"Mujer","Gran Buenos Aires",66,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",220,0,220,1220,0,220,0,0,0,0,100,160,960,120,160
126224,"Varón","Gran Buenos Aires",32,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",25,0,25,1415,0,25,0,0,0,0,105,430,880,220,25
158966,"Varón","Gran Buenos Aires",77,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",380,0,380,1060,0,380,0,0,0,0,0,360,700,160,30
154862,"Mujer","Gran Buenos Aires",60,"Terciario o universitario incompleto y más",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",200,0,200,1240,0,200,0,0,0,0,0,665,575,95,70
133722,"Mujer","Gran Buenos Aires",27,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",91.663,0,91.663,1348.326,0,40,0,51.663,36.663,80,511.663,0,756.663,226.663,0
169639,"Mujer","Gran Buenos Aires",39,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",770,530,240,670,530,240,0,0,0,0,50,110,510,150,60
146567,"Mujer","Gran Buenos Aires",27,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",50,0,50,1390,0,50,0,0,0,0,0,665,725,185,40
151211,"Mujer","Gran Buenos Aires",30,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",60,0,60,1380,0,60,0,0,0,0,345,230,805,145,60
134185,"Varón","Gran Buenos Aires",58,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",570,470,100,870,470,100,0,0,0,0,60,155,655,335,30
178166,"Mujer","Gran Buenos Aires",44,"Terciario o universitario incompleto y más",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",843.331,150,693.331,596.662,150,150,543.331,0,0,0,0,23.331,573.331,183.331,50
168061,"Mujer","Gran Buenos Aires",62,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",420,230,190,1020,230,190,0,0,0,0,170,140,710,360,70
101396,"Varón","Gran Buenos Aires",33,"Secundario completo",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",735,570,165,705,570,30,135,0,0,0,0,90,615,205,10
198360,"Varón","Gran Buenos Aires",64,"Terciario o universitario incompleto y más",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",0,0,0,1440,0,0,0,0,0,0,570,160,710,350,0
106332,"Mujer","Gran Buenos Aires",67,"Terciario o universitario incompleto y más",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",400,180,220,1040,180,220,0,0,0,0,50,270,720,310,50
142107,"Varón","Gran Buenos Aires",26,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",459.996,439.996,20,979.992,439.996,20,0,0,0,0,60,254.996,664.996,224.996,15
137828,"Mujer","Gran Buenos Aires",25,"Primario completo y secundario incompleto",3,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",310,0,310,1130,0,240,70,0,0,0,60,165,905,275,95
107042,"Mujer","Gran Buenos Aires",48,"Terciario o universitario incompleto y más",2,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",499.996,279.996,220,939.992,279.996,95,125,0,0,0,0,379.994,559.998,69.998,25
187347,"Varón","Gran Buenos Aires",37,"Primario completo y secundario incompleto",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",595,365,230,845,365,70,160,0,0,0,50,90,705,135,30
185870,"Mujer","Gran Buenos Aires",32,"Primario completo y secundario incompleto",3,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",320,0,320,1120,0,150,80,90,0,0,120,255,745,235,50
131323,"Mujer","Gran Buenos Aires",34,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",360,260,100,1080,260,100,0,0,0,0,60,225,795,375,30
199725,"Varón","Gran Buenos Aires",46,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",960,660,300,480,660,300,0,0,0,0,0,30,450,60,0
164309,"Varón","Gran Buenos Aires",27,"Secundario completo",5,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",364.99,364.99,0,1074.98,364.99,0,0,0,0,0,0,513.315,561.665,101.665,0
168342,"Varón","Gran Buenos Aires",30,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",318.326,308.326,10,1121.652,308.326,10,0,0,0,0,120,454.989,546.663,186.663,10
148431,"Mujer","Gran Buenos Aires",64,"Hasta primario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",236.663,0,236.663,1203.326,0,236.663,0,0,0,0,53.331,423.319,726.662,156.662,41.664
176480,"Varón","Gran Buenos Aires",15,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",19.998,0,19.998,1419.996,0,19.998,0,0,0,290,190,336.644,603.324,133.324,19.998
198834,"Mujer","Gran Buenos Aires",29,"Primario completo y secundario incompleto",3,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",333.325,236.662,96.663,1106.65,216.664,96.663,0,0,0,0,120,541.642,444.995,94.995,41.665
102133,"Varón","Gran Buenos Aires",78,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",325,145,180,1115,0,180,0,0,0,0,70,385,660,100,35
181505,"Mujer","Gran Buenos Aires",14,"Primario completo y secundario incompleto",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",84.999,0,84.999,1354.998,0,84.999,0,0,0,395,90,358.324,511.663,121.663,60
173101,"Mujer","Gran Buenos Aires",62,"Terciario o universitario incompleto y más",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",360,0,360,1080,0,360,0,0,0,0,140,460,480,60,100
110062,"Varón","Gran Buenos Aires",30,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",65,0,65,1375,0,65,0,0,0,0,420,5,950,280,0
101500,"Mujer","Gran Buenos Aires",32,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",625,610,15,815,610,15,0,0,0,0,0,80,735,295,0
198716,"Varón","Gran Buenos Aires",47,"Terciario o universitario incompleto y más",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",501.665,390,111.665,938.33,390,51.665,60,0,0,0,9.999,499.994,428.333,108.333,31.665
144716,"Mujer","Gran Buenos Aires",26,"Secundario completo",4,0,0,"No ocupado (Desocupado o Inactivo)",NA,120,0,120,1320,0,120,0,0,0,0,240,330,750,150,30
122122,"Mujer","Gran Buenos Aires",75,"Primario completo y secundario incompleto",1,1,1,"No ocupado (Desocupado o Inactivo)","Unipersonal",80,0,80,1360,0,80,0,0,0,0,120,250,990,540,10
132180,"Mujer","Gran Buenos Aires",35,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",565,555,10,875,555,10,0,0,0,0,0,180,695,185,10
194762,"Mujer","Gran Buenos Aires",29,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",479.999,429.999,50,959.998,429.999,50,0,0,0,0,60,249.999,649.999,199.999,15
102982,"Varón","Gran Buenos Aires",37,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",564.998,469.998,95,874.996,469.998,95,0,0,0,0,0,224.998,649.998,169.998,25
167937,"Varón","Gran Buenos Aires",33,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",485,165,320,955,165,320,0,0,0,0,60,190,705,165,55
146019,"Varón","Gran Buenos Aires",31,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",636.663,529.999,106.664,803.33,529.999,106.664,0,0,0,0,60,128.331,614.999,174.999,23.332
140419,"Varón","Gran Buenos Aires",41,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",349.998,259.998,90,1089.996,259.998,90,0,0,0,0,100,169.998,819.998,279.998,20
182106,"Mujer","Gran Buenos Aires",48,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",504.999,364.999,140,934.998,364.999,140,0,0,0,0,165,184.999,584.999,584.999,20
194278,"Mujer","Gran Buenos Aires",50,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",359.995,134.997,224.998,1079.993,134.997,224.998,0,0,0,0,34.998,314.994,729.995,199.995,40
113362,"Varón","Gran Buenos Aires",33,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",294.998,194.998,100,1144.996,194.998,100,0,0,0,0,100,324.998,719.998,109.998,30
199338,"Mujer","Gran Buenos Aires",41,"Secundario completo",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",504.984,344.991,159.993,934.989,344.991,159.993,0,0,0,0,0,329.991,604.998,124.998,29.999
195368,"Varón","Gran Buenos Aires",30,"Primario completo y secundario incompleto",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,29.998,0,29.998,1409.996,0,29.998,0,0,0,0,630,179.998,599.998,179.998,29.998
170466,"Mujer","Gran Buenos Aires",41,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",225,0,225,1215,0,225,0,0,0,0,330,225,660,120,0
169532,"Mujer","Gran Buenos Aires",67,"Terciario o universitario incompleto y más",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",480,0,480,960,0,240,0,240,0,0,100,255,605,185,15
168940,"Mujer","Gran Buenos Aires",30,"Terciario o universitario incompleto y más",5,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",620,420,200,820,420,170,30,0,0,0,0,30,790,190,30
187740,"Mujer","Gran Buenos Aires",70,"Primario completo y secundario incompleto",1,1,1,"No ocupado (Desocupado o Inactivo)","Unipersonal",300,0,300,1140,0,300,0,0,0,0,0,90,1050,570,60
130454,"Mujer","Gran Buenos Aires",41,"Primario completo y secundario incompleto",3,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",180,0,180,1260,0,180,0,0,0,0,180,165,915,225,60
158229,"Varón","Gran Buenos Aires",62,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",689.998,679.998,10,749.996,679.998,10,0,0,0,0,0,69.998,679.998,109.998,0
194532,"Mujer","Gran Buenos Aires",15,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",59.997,0,59.997,1379.994,0,59.997,0,0,0,385,180,139.994,675,135,0
111593,"Varón","Gran Buenos Aires",42,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",304.995,274.995,30,1134.99,274.995,30,0,0,0,134.997,0,329.991,669.993,69.993,30
111527,"Mujer","Gran Buenos Aires",42,"Primario completo y secundario incompleto",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",218.328,0,218.328,1221.664,0,218.328,0,0,0,0,191.658,358.322,671.658,251.658,0
166255,"Varón","Gran Buenos Aires",36,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",528.331,433.331,95,911.662,433.331,95,0,0,0,0,49.998,283.329,578.329,178.329,35
113148,"Mujer","Gran Buenos Aires",28,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",304.996,184.997,119.999,1134.992,184.997,119.999,0,0,0,0,30,279.996,824.996,164.996,30
191533,"Mujer","Gran Buenos Aires",27,"Secundario completo",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",646.656,499.998,146.658,793.325,499.998,146.658,0,0,0,0,0,166.659,626.664,116.664,13.332
195282,"Varón","Gran Buenos Aires",35,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",409.998,314.998,95,1029.996,314.998,95,0,0,0,0,60,419.998,549.998,109.998,25
104934,"Varón","Gran Buenos Aires",75,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",768.332,653.332,115,671.664,653.332,115,0,0,0,0,0,148.332,523.332,83.332,20
177737,"Varón","Gran Buenos Aires",23,"Secundario completo",4,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",415,235,180,1025,235,60,120,0,0,0,130,210,685,215,60
191025,"Varón","Gran Buenos Aires",65,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",495,265,230,945,265,230,0,0,0,0,0,395,550,130,40
159317,"Varón","Gran Buenos Aires",69,"Primario completo y secundario incompleto",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",505,430,75,935,390,75,0,0,0,0,0,240,695,185,25
177588,"Mujer","Gran Buenos Aires",58,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",590,0,590,850,0,10,0,580,0,0,55,105,690,150,10
195345,"Mujer","Gran Buenos Aires",57,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",405,0,405,1035,0,345,0,60,0,0,0,195,840,300,90
124727,"Mujer","Gran Buenos Aires",62,"Secundario completo",3,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",278.325,16.665,261.66,1161.65,0,261.66,0,0,0,0,0,346.65,815,275,89.999
190702,"Varón","Gran Buenos Aires",44,"Secundario completo",5,3,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",329.988,284.988,45,1109.976,284.988,15,30,0,0,0,0,529.976,580,220,15
187679,"Mujer","Gran Buenos Aires",71,"Primario completo y secundario incompleto",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",390,0,390,1050,0,390,0,0,0,0,0,80,970,250,180
194304,"Mujer","Gran Buenos Aires",67,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",340,0,340,1100,0,340,0,0,0,0,320,195,585,155,90
128640,"Varón","Gran Buenos Aires",63,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",385,0,385,1055,0,385,0,0,0,0,0,235,820,250,195
103763,"Varón","Gran Buenos Aires",46,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",660,620,40,780,440,40,0,0,0,0,0,140,640,170,30
141591,"Varón","Gran Buenos Aires",61,"Primario completo y secundario incompleto",3,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",215,200,15,1225,200,15,0,0,0,95,0,290,840,380,10
103746,"Mujer","Gran Buenos Aires",35,"Secundario completo",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",400,330,70,1040,330,70,0,0,0,0,0,405,635,65,10
174715,"Varón","Gran Buenos Aires",45,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",376.665,286.665,90,1063.33,286.665,90,0,0,0,0,0,466.665,596.665,86.665,30
151897,"Mujer","Gran Buenos Aires",43,"Secundario completo",5,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",424.995,0,424.995,1014.99,0,244.995,180,0,0,0,0,279.99,735,115,60
106610,"Mujer","Gran Buenos Aires",45,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",450,330,120,990,330,120,0,0,0,0,0,120,870,270,60
172533,"Mujer","Gran Buenos Aires",61,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",190,0,190,1250,0,190,0,0,0,0,0,245,1005,165,60
125837,"Mujer","Gran Buenos Aires",35,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo sin hijos",175,0,175,1265,0,175,0,0,0,0,120,95,1050,150,45
185059,"Varón","Gran Buenos Aires",28,"Secundario completo",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",515,440,75,925,440,75,0,0,0,0,0,155,770,170,45
107924,"Varón","Gran Buenos Aires",15,"Primario completo y secundario incompleto",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",0,0,0,1440,0,0,0,0,0,500,120,25,795,255,0
165976,"Varón","Gran Buenos Aires",66,"Secundario completo",3,1,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",420,0,420,1020,0,420,0,0,0,0,0,90,930,150,60
191261,"Varón","Gran Buenos Aires",75,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",285,0,285,1155,0,285,0,0,0,0,0,180,975,315,45
180596,"Mujer","Gran Buenos Aires",39,"Secundario completo",4,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",643.332,383.332,260,796.664,383.332,260,0,0,0,0,0,53.332,743.332,173.332,70
166203,"Mujer","Gran Buenos Aires",61,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",240,0,240,1200,0,240,0,0,0,0,0,165,1035,195,120
111010,"Mujer","Gran Buenos Aires",42,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",605,380,225,835,380,225,0,0,0,0,0,175,660,200,90
119121,"Varón","Gran Buenos Aires",29,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,675,585,90,765,585,90,0,0,0,0,0,135,630,180,30
121490,"Mujer","Gran Buenos Aires",85,"Primario completo y secundario incompleto",3,2,2,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,300,0,300,1140,0,300,0,0,0,0,0,150,990,270,120
162015,"Varón","Gran Buenos Aires",53,"Secundario completo",2,0,0,"No ocupado (Desocupado o Inactivo)",NA,645,420,225,795,420,225,0,0,0,0,0,90,705,225,15
170114,"Varón","Gran Buenos Aires",68,"Primario completo y secundario incompleto",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",320,0,320,1120,0,320,0,0,0,0,0,110,1010,350,20
157754,"Mujer","Gran Buenos Aires",33,"Primario completo y secundario incompleto",2,2,1,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",299.992,40,259.992,1139.996,40,199.992,60,0,0,0,0,339.996,800,260,99.996
182189,"Mujer","Gran Buenos Aires",34,"Primario completo y secundario incompleto",6,3,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo",449.989,0,449.989,989.993,0,109.995,339.994,0,0,0,39.996,199.989,749.996,209.996,46.665
165765,"Varón","Gran Buenos Aires",22,"Primario completo y secundario incompleto",3,1,1,"No ocupado (Desocupado o Inactivo)","Nuclear completo",176.664,0,176.664,1263.328,0,120,56.664,0,0,0,120,326.664,816.664,156.664,0
180074,"Mujer","Gran Buenos Aires",28,"Primario completo y secundario incompleto",3,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear incompleto",185,0,185,1255,0,145,40,0,0,0,210,230,815,155,40
107970,"Mujer","Gran Buenos Aires",59,"Primario completo y secundario incompleto",3,0,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",210,0,210,1230,0,210,0,0,0,0,180,210,840,220,30
160513,"Mujer","Gran Buenos Aires",46,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",615,540,75,825,500,75,0,0,0,0,60,145,620,140,35
107008,"Varón","Gran Buenos Aires",42,"Secundario completo",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",449.982,0,449.982,989.991,0,254.982,195,0,0,0,0,314.991,675,105,30
166147,"Mujer","Gran Buenos Aires",51,"Primario completo y secundario incompleto",6,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",360,0,360,1080,0,300,60,0,0,0,30,240,810,270,90
196232,"Varón","Gran Buenos Aires",43,"Secundario completo",5,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",555,0,555,885,0,480,75,0,0,0,0,300,585,195,70
107591,"Mujer","Gran Buenos Aires",50,"Primario completo y secundario incompleto",3,2,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",694.998,549.996,144.996,744.996,549.996,144.996,0,0,0,0,0,229.998,514.998,94.998,0
159159,"Varón","Gran Buenos Aires",36,"Terciario o universitario incompleto y más",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",300,0,300,1140,0,0,300,0,0,0,0,240,900,120,0
139561,"Mujer","Gran Buenos Aires",27,"Terciario o universitario incompleto y más",4,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales",NA,0,0,0,1440,0,0,0,0,0,990,0,15,435,105,0
150957,"Mujer","Gran Buenos Aires",54,"Terciario o universitario incompleto y más",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",710,550,160,730,550,140,20,0,0,0,0,70,660,220,70
129443,"Varón","Gran Buenos Aires",75,"Terciario o universitario incompleto y más",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",180,0,180,1260,0,180,0,0,0,0,0,240,1020,540,0
197182,"Varón","Gran Buenos Aires",14,"Primario completo y secundario incompleto",4,1,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",490,0,490,950,0,190,300,0,0,0,0,220,730,190,10
101667,"Mujer","Gran Buenos Aires",25,"Primario completo y secundario incompleto",3,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",854.996,0,854.996,584.998,0,60,534.998,259.998,0,0,60,70,454.998,64.998,20
183500,"Mujer","Gran Buenos Aires",27,"Terciario o universitario incompleto y más",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",725,0,725,715,0,225,500,0,0,65,0,30,620,50,70
134118,"Varón","Gran Buenos Aires",53,"Terciario o universitario incompleto y más",4,1,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",890,800,90,550,800,15,75,0,0,0,0,175,375,65,15
153130,"Mujer","Gran Buenos Aires",27,"Terciario o universitario incompleto y más",1,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Unipersonal",140,0,140,1300,0,70,0,70,0,650,0,190,460,190,70
135145,"Mujer","Gran Buenos Aires",66,"Hasta primario incompleto",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",115,0,115,1325,0,110,0,5,0,0,230,410,685,235,80
141866,"Mujer","Gran Buenos Aires",56,"Primario completo y secundario incompleto",5,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo",530,360,170,910,360,170,0,0,0,0,0,170,740,140,0
101006,"Varón","Gran Buenos Aires",44,"Primario completo y secundario incompleto",5,3,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",700,0,700,740,0,80,620,0,0,0,0,0,740,140,0
163316,"Varón","Gran Buenos Aires",39,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",490,450,40,950,450,40,0,0,0,0,120,270,560,110,10
106443,"Mujer","Gran Buenos Aires",66,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear completo sin hijos",680,0,680,760,0,200,0,480,0,0,0,240,520,130,50
178838,"Mujer","Gran Buenos Aires",30,"Terciario o universitario incompleto y más",4,2,0,"No ocupado (Desocupado o Inactivo)","Nuclear completo",709.998,0,709.998,729.999,0,279.999,429.999,0,0,0,0,175,554.999,74.999,50
130558,"Mujer","Gran Buenos Aires",47,"Terciario o universitario incompleto y más",2,0,0,"Ocupado - Trabajó la semana de referencia o no trabajó pero por motivos circunstanciales","Nuclear incompleto",500,300,200,940,300,200,0,0,0,0,60,275,605,125,40
131687,"Mujer","Gran Buenos Aires",43,"Secundario completo",1,0,0,"No ocupado (Desocupado o Inactivo)","Unipersonal",780,390,390,660,390,390,0,0,0,0,0,90,570,90,120
